Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
4.159708833,-3.379974365,-16.45207214,-43.3453064,46.48559445
4.169654833,-3.635131836,-16.6914444,-43.08151245,46.34474312
4.179599833,-3.621017456,-16.75697327,-42.76358032,46.07202755
4.189545833,-3.732803345,-16.88768768,-42.53106689,45.91317313
4.199490833,-3.947662354,-16.75084686,-42.77978516,46.11165717
4.209435833,-3.762588501,-16.72081757,-42.67166138,45.98492685
4.219381833,-3.583770752,-16.71907043,-42.51898193,45.82831607
4.229326833,-3.484985352,-16.51192474,-42.69369507,45.90795552
4.239271833,-3.685501099,-16.50227356,-42.44699097,45.69086334
4.249217833,-3.64743042,-16.50299835,-42.87310791,46.08422816
4.259162833,-3.680374146,-16.53596497,-42.66308594,45.90340067
4.269108833,-3.661514282,-16.51169586,-42.6920166,45.92005083
4.279053833,-3.501342773,-16.68015289,-42.75204468,46.02417002
4.288998833,-3.833938599,-16.61455536,-42.84939575,46.11738556
4.298944833,-3.780029297,-16.57733154,-42.82055664,46.07273178
4.308889833,-3.612747192,-16.50801086,-42.85198975,46.06364499
4.318834833,-3.709991455,-16.05813599,-43.1116333,46.15453059
4.328780833,-3.671005249,-16.26337433,-42.62878418,45.77321121
4.338725833,-3.597351074,-16.1244278,-42.78414917,45.86307367
4.348671833,-3.580993652,-16.23693848,-42.98025513,46.08431422
4.358616833,-3.689651489,-16.64193726,-42.65274048,45.93281914
4.368561833,-3.639389038,-16.53115845,-42.97601318,46.18941504
4.378507833,-3.465682983,-16.3235321,-42.85327148,45.98773245
4.388452833,-3.524749756,-16.30113983,-42.7644043,45.90147378
4.398397833,-3.346847534,-16.41557312,-42.60418701,45.77979008
4.408343833,-3.473129272,-16.3884201,-42.447052,45.63326817
4.418288833,-3.3331604,-16.36907959,-42.35357666,45.52891588
4.428234833,-3.34437561,-16.34329224,-42.45605469,45.61583748
4.438179833,-3.516342163,-16.27173615,-42.63717651,45.77185686
4.448124833,-3.301849365,-16.362854,-43.18722534,46.30098955
4.458070833,-3.407546997,-16.31319427,-43.02337646,46.13829869
4.468015833,-3.407546997,-16.31319427,-43.02337646,46.13829869
4.477960833,-3.492172241,-16.27279663,-43.2484436,46.34033935
4.487906833,-3.47718811,-16.4861145,-43.18890381,46.35907916
4.497851833,-3.409469604,-16.46913147,-43.01119995,46.18246524
4.507797833,-3.216461182,-16.7615509,-43.11825562,46.3732593
4.517742833,-3.413818359,-16.3420105,-42.84466553,45.98239693
4.527687833,-3.381347656,-16.59563446,-42.95446777,46.17288053
4.537633833,-3.661270142,-16.54074097,-42.89465332,46.11889303
4.547578833,-3.357589722,-16.71620178,-42.65808105,45.93927176
4.557523833,-3.565109253,-16.62343597,-42.4753418,45.75153864
4.567469833,-3.544113159,-16.40271759,-42.68539429,45.8655946
4.577414833,-3.553359985,-16.64027405,-42.48614502,45.76677404
4.587360833,-3.566879272,-16.61289215,-43.01239014,46.24690821
4.597305833,-3.451034546,-16.74861908,-42.87307739,46.15762825
4.607250833,-3.551193237,-16.80236816,-42.99078369,46.29403884
4.617196833,-3.806488037,-16.76799774,-43.0508728,46.35766116
4.627141833,-3.761550903,-16.53109741,-43.0675354,46.28432837
4.637087833,-3.513046265,-16.36769104,-42.8805542,46.03243131
4.647032833,-3.496520996,-16.30422974,-42.7925415,45.92662817
4.656977833,-3.614898682,-16.52085114,-42.5809021,45.81636431
4.666923833,-3.445922852,-16.68783569,-42.79379272,46.06155599
4.676872792,-3.584289551,-16.4498291,-42.80661011,45.99836821
4.686817792,-3.455154419,-16.4100647,-43.09332275,46.24135359
4.696763792,-3.592926025,-16.75939178,-43.14385986,46.4239052
4.706708792,-3.706420898,-16.74984741,-43.02636719,46.32022471
4.716654792,-3.645690918,-16.568367,-43.29092407,46.49630044
4.726599792,-3.587600708,-16.37574005,-43.28173828,46.41491797
4.736544792,-3.622039795,-16.49420166,-42.93414307,46.13587001
4.746490792,-3.874938965,-16.61936951,-42.99163818,46.25472461
4.756435792,-3.815658569,-16.44726563,-43.20083618,46.3830146
4.766380792,-3.704986572,-16.45617676,-42.95352173,46.14691439
4.776326792,-3.45413208,-16.61935425,-42.86456299,46.10319646
4.786271792,-3.494918823,-16.46192169,-43.36593628,46.51681151
4.796217792,-3.340789795,-16.39857483,-42.90026855,46.04896497
4.806162792,-3.503433228,-16.43237305,-43.08868408,46.24858511
4.816107792,-3.5599823,-16.4977951,-43.34762573,46.51738787
4.826053792,-3.465042114,-16.20832825,-42.82849121,45.92380734
4.835998792,-3.64024353,-16.2117157,-42.92272949,46.02642508
4.845943792,-3.434204102,-16.36683655,-43.02206421,46.15804486
4.855889792,-3.38343811,-16.49238586,-42.94100952,46.12349449
4.865834792,-3.626663208,-16.33280945,-42.93701172,46.08145317
4.875780792,-3.411575317,-16.34984589,-42.83688354,45.97776526
4.885725792,-3.346725464,-16.60942841,-43.08306885,46.29497278
4.895670792,-3.314987183,-16.46443176,-43.04397583,46.20444252
4.905616792,-3.444168091,-16.73153687,-42.9942627,46.26351959
4.915561792,-3.487030029,-16.53897095,-42.95196533,46.15807908
4.925507792,-3.629074097,-16.5268631,-42.93811035,46.15180065
4.935452792,-3.369430542,-16.38571167,-42.78439331,45.93853415
4.945397792,-3.71647644,-16.66846466,-43.01422119,46.28037528
4.955343792,-3.566574097,-16.87392426,-43.09729004,46.42010533
4.965288792,-3.529052734,-16.53836823,-42.9984436,46.20430704
4.975233792,-3.612854004,-16.46105194,-42.69592285,45.90164238
4.985179792,-3.626296997,-16.41675568,-42.79208374,45.97632356
4.995124792,-3.669464111,-16.412323,-43.06887817,46.23589061
5.005070792,-3.890441895,-16.49517822,-43.09460449,46.30735772
5.015015792,-3.557998657,-16.60527039,-42.60202026,45.86203756
5.024960792,-3.544021606,-16.43922424,-42.81149292,45.99600101
5.034906792,-3.606216431,-16.4063797,-42.86663818,46.04044701
5.044851792,-3.543365479,-16.3830719,-43.26409912,46.39765896
5.054796792,-3.513275146,-16.62044525,-43.36483765,46.57350585
5.064742792,-3.579727173,-16.75479126,-43.38793945,46.64815931
5.074687792,-3.414138794,-16.76371765,-43.40365601,46.65357358
5.084633792,-3.487838745,-16.73860168,-43.30288696,46.55626515
5.094578792,-3.382736206,-16.82373047,-43.25192261,46.53181299
5.104523792,-3.653091431,-16.54920197,-43.09765625,46.31014076
5.114469792,-3.72555542,-16.66143799,-43.5536499,46.78037728
5.124414792,-3.2890625,-16.70381165,-43.25772095,46.4872636
5.134359792,-3.305297852,-16.68058014,-43.24978638,46.47268842
5.144305792,-3.602874756,-16.82572937,-42.99349976,46.30903688
5.154250792,-3.325363159,-16.97071075,-43.03024292,46.37526139
5.164196792,-3.282119751,-16.89102173,-43.26455688,46.56072172
5.174141792,-3.471969604,-16.77030945,-43.25549316,46.52241976
5.184086792,-3.586471558,-16.87966919,-43.1000061,46.42624835
5.194032792,-3.402114868,-16.82209015,-43.09783936,46.38944772
5.203977792,-3.541854858,-16.88904572,-43.22668457,46.54385953
5.213922792,-3.581481934,-16.6585083,-43.16052246,46.40219403
5.223868792,-3.449554443,-16.71188354,-43.35778809,46.59489527
5.233813792,-3.379501343,-16.92996979,-43.31442261,46.62814721
5.243759792,-3.543792725,-16.83882904,-43.33148193,46.62319119
5.253704792,-3.639266968,-16.75200653,-43.24920654,46.52276704
5.263649792,-3.498535156,-16.79212189,-43.08483887,46.37368269
5.273595792,-3.31010437,-16.73635101,-43.20837402,46.45455652
5.283540792,-3.484573364,-16.7339859,-43.42034912,46.66363952
5.293485792,-3.201873779,-16.82163239,-43.50314331,46.75192819
5.303431792,-3.242736816,-16.70027161,-43.29653931,46.51886424
5.313376792,-3.383926392,-16.7252655,-43.36688232,46.60334695
5.323322792,-3.289886475,-16.82133484,-43.50939941,46.76375195
5.333267792,-3.466903687,-16.75222015,-43.10095215,46.37184897
5.343212792,-3.349060059,-16.65089417,-43.05627441,46.28510826
5.353158792,-3.415237427,-16.66882324,-42.79901123,46.0572348
5.363103792,-3.637832642,-16.80394745,-42.86398315,46.18362836
5.373049792,-3.526168823,-16.7744751,-42.91210938,46.20893866
5.382994792,-3.582321167,-16.77706909,-43.12109375,46.40831605
5.392939792,-3.363800049,-16.69769287,-43.1965332,46.43348553
5.402885792,-3.56149292,-16.40829468,-42.85232544,46.02432141
5.412830792,-3.579315186,-16.52938843,-43.00491333,46.21098083
5.422775792,-3.278259277,-16.63568115,-42.84854126,46.08134503
5.432721792,-3.338851929,-16.41612244,-42.76901245,45.93283612
5.442666792,-3.642501831,-16.3048172,-42.71871948,45.86942203
5.452612792,-3.656021118,-16.31102753,-43.04724121,46.17879476
5.462557792,-3.656021118,-16.31102753,-43.04724121,46.17879476
5.472502792,-3.642456055,-16.30897522,-42.88973999,46.03020699
5.482448792,-3.65007019,-16.49121094,-43.08459473,46.27704996
5.492393792,-3.630752563,-16.50069427,-43.13275146,46.32374688
5.502339792,-3.66859436,-16.46137238,-43.19894409,46.37439095
5.512284792,-3.483352661,-16.57069397,-42.95004272,46.16738908
5.522229792,-3.701965332,-16.63674927,-43.42025757,46.64552219
5.532175792,-3.575912476,-16.62363434,-43.27203369,46.49302387
5.542120792,-3.742721558,-16.72101593,-43.09762573,46.37893576
5.552065792,-3.522399902,-16.74642944,-43.17068481,46.43875782
5.562011792,-3.852462769,-16.68552399,-43.29614258,46.55968366
5.571956792,-3.926239014,-16.58013916,-43.30963135,46.54074059
5.581902792,-3.717788696,-16.9339447,-43.26715088,46.61144474
5.591847792,-3.72038269,-17.15190887,-43.57626343,46.9778667
5.601792792,-3.587356567,-16.93218994,-43.41210938,46.7352054
5.611738792,-3.671554565,-16.84954834,-43.04327393,46.36928965
5.621683792,-3.546340942,-16.81732941,-42.94381714,46.25549192
5.631628792,-3.615341187,-16.86418152,-43.11798096,46.43954772
5.641574792,-3.657775879,-16.8092041,-42.99835205,46.31184455
5.651519792,-3.721725464,-16.87874603,-43.00970459,46.35275609
5.661465792,-3.619888306,-16.79603577,-42.79431152,46.11467779
5.671407042,-3.740875244,-16.99578094,-42.93826294,46.3308228
5.681352042,-3.809783936,-16.56614685,-43.11639404,46.34625239
5.691298042,-3.808227539,-16.43519592,-42.72067261,45.93118908
5.701243042,-3.876327515,-16.70756531,-42.84234619,46.14797158
5.711188042,-3.691619873,-16.84712982,-42.81719971,46.16022564
5.721134042,-3.643844604,-16.98204803,-43.00946045,46.38406243
5.731079042,-3.88331604,-16.60554504,-43.08544922,46.33767586
5.741025042,-3.401855469,-16.94165039,-43.21298218,46.53981056
5.750970042,-3.622344971,-16.85128021,-43.07876587,46.39899888
5.760915042,-3.902359009,-16.62735748,-42.80236816,46.08405519
5.770861042,-3.793945313,-16.72005463,-42.7729187,46.08119814
5.780806042,-3.666595459,-16.58611298,-42.82833862,46.07395854
5.790751042,-3.709762573,-16.55950928,-42.8727417,46.1091278
5.800697042,-3.722854614,-16.64624023,-43.15722656,46.4058527
5.810642042,-3.892776489,-16.80356598,-42.88058472,46.21967205
5.820588042,-3.794067383,-16.71768188,-43.30847168,46.57788697
5.830533042,-3.683685303,-16.78953552,-43.47845459,46.75290423
5.840478042,-3.523086548,-16.87828064,-43.09152222,46.41301308
5.850424042,-3.734329224,-16.99391174,-42.99963379,46.38649326
5.860369042,-3.609039307,-16.94142151,-42.7628479,46.13781625
5.870315042,-3.528137207,-16.93915558,-43.14483643,46.48504764
5.880260042,-3.821365356,-17.04462433,-43.23638916,46.63161373
5.890205042,-3.780014038,-17.16796112,-42.84130859,46.307722
5.900151042,-3.640029907,-17.6239624,-42.70870972,46.34530995
5.910096042,-3.637817383,-17.21148682,-42.47631836,45.97506515
5.920041042,-3.6980896,-17.21263885,-42.56594849,46.06311728
5.929987042,-3.59727478,-17.38391113,-42.68560791,46.22988076
5.939932042,-3.781585693,-17.20134735,-42.84020996,46.31922204
5.949878042,-3.74168396,-17.51292419,-43.45352173,46.99905598
5.959823042,-3.645172119,-17.33421326,-43.41412354,46.88868042
5.969768042,-3.412414551,-17.33808136,-43.29388428,46.76124522
5.979714042,-3.267883301,-17.65737152,-43.0475769,46.6428527
5.989659042,-3.31439209,-17.69656372,-42.94482422,46.56620545
5.999604042,-3.428634644,-17.74940491,-42.54528809,46.22659893
6.009550042,-3.289123535,-17.78861237,-42.52590942,46.21369966
6.019495042,-3.404052734,-17.89569092,-42.62490845,46.35435415
6.029441042,-3.440414429,-18.04758453,-42.8399353,46.61342956
6.039386042,-3.259078979,-17.77082062,-42.61761475,46.28914287
6.049331042,-3.807220459,-17.80084229,-42.68139648,46.40114783
6.059277042,-3.570907593,-17.81520081,-42.85549927,46.54811036
6.069222042,-3.80480957,-17.66060638,-42.79769897,46.4544576
6.079168042,-3.654663086,-17.77732086,-42.69909668,46.39614808
6.089113042,-3.63343811,-17.56231689,-42.84545898,46.44749942
6.099058042,-3.542831421,-17.23944092,-42.59082031,46.08392293
6.109004042,-3.594940186,-17.52687836,-42.42623901,46.04455252
6.118949042,-3.57144165,-17.3264389,-42.26715088,45.82000354
6.128894042,-3.71546936,-17.67572021,-42.7074585,46.36984806
6.138840042,-3.603775024,-17.66027832,-42.46917725,46.13570895
6.148785042,-3.72416687,-17.46685028,-42.70983887,46.29352669
6.158731042,-3.88710022,-17.56478119,-42.64797974,46.28694483
6.168676042,-3.699417114,-17.67635345,-43.04788208,46.68253753
6.178621042,-3.73638916,-17.61682892,-43.11752319,46.72723051
6.188567042,-3.756561279,-17.58438873,-42.85513306,46.47456196
6.198512042,-3.940994263,-17.76813507,-43.08859253,46.77461775
6.208457042,-3.930389404,-17.55328369,-42.5617981,46.2068435
6.218403042,-3.619552612,-17.49758148,-42.83935547,46.41634298
6.228348042,-3.540802002,-17.52068329,-42.76367188,46.34914513
6.238294042,-3.509109497,-17.76108551,-42.81121826,46.48193646
6.248239042,-3.730667114,-17.79683685,-42.86407471,46.56150964
6.258184042,-4.002655029,-17.84391022,-42.64517212,46.40083064
6.268130042,-3.863876343,-17.6979599,-42.6986084,46.38230788
6.278075042,-3.996902466,-17.66880035,-42.74615479,46.42623702
6.288020042,-3.73008728,-17.76356506,-42.61639404,46.3207819
6.297966042,-3.618988037,-17.63380432,-42.32492065,45.99398915
6.307911042,-3.801956177,-17.72618866,-42.27548218,45.99879377
6.317857042,-3.681686401,-18.13667297,-42.38238525,46.24673287
6.327802042,-4.015853882,-17.80516815,-42.65979004,46.40052566
6.337747042,-3.929229736,-17.78053284,-42.73083496,46.44900915
6.347693042,-3.718704224,-17.45722961,-43.03167725,46.58657396
6.357638042,-3.606307983,-17.71543884,-42.63034058,46.30537947
6.367583042,-3.658630371,-17.96118164,-42.77929688,46.54092676
6.377529042,-3.537124634,-17.83059692,-42.72732544,46.43345536
6.387474042,-3.833343506,-17.68659973,-42.86248779,46.52637093
6.397420042,-3.605255127,-17.61795807,-42.74832153,46.37681862
6.407365042,-3.84324646,-17.82876587,-42.90301514,46.61871023
6.417310042,-3.833267212,-17.7004776,-42.82565308,46.49771399
6.427256042,-3.938171387,-17.58588409,-43.04525757,46.66547667
6.437201042,-3.938171387,-17.58588409,-43.04525757,46.66547667
6.447147042,-3.719848633,-17.65280914,-42.6348877,46.29462813
6.457092042,-3.654098511,-17.70024872,-42.87341309,46.52720484
6.467037042,-3.678588867,-17.63167572,-42.90393066,46.53122899
6.476983042,-3.588973999,-17.81430054,-42.99047852,46.67345371
6.486928042,-3.612075806,-17.66777039,-42.78027344,46.42573637
6.496873042,-3.632110596,-17.59008789,-43.00692749,46.6068582
6.506819042,-3.917510986,-17.76675415,-42.94689941,46.64161891
6.516764042,-3.717025757,-17.78549194,-42.83087158,46.5255152
6.526710042,-3.552154541,-17.9125824,-42.53979492,46.29376375
6.536655042,-3.694732666,-17.52375793,-42.69091797,46.29522242
6.546600042,-3.552749634,-17.52362061,-42.66564941,46.26074955
6.556546042,-3.670440674,-17.54219055,-42.82440186,46.4233775
6.566491042,-3.481002808,-17.49227905,-43.07263184,46.6191894
6.576436042,-3.625686646,-17.46248627,-43.30664063,46.83534085
6.586382042,-3.618743896,-17.51753235,-43.00231934,46.57422802
6.596327042,-3.577636719,-17.21292877,-43.12850952,46.57416381
6.606273042,-3.583435059,-17.30205536,-42.60421753,46.12289537
6.616218042,-3.522735596,-17.35559845,-42.71893311,46.24428299
6.626163042,-3.551467896,-17.3056488,-43.10461426,46.58439841
6.636109042,-3.561172485,-17.26383209,-43.11645508,46.58058122
6.646054042,-3.551101685,-17.16887665,-42.86315918,46.31016156
6.655999042,-3.394607544,-17.2293396,-43.21569824,46.64729443
6.665945042,-3.63470459,-17.38374329,-43.16012573,46.67121234
6.675889708,-3.758789063,-17.38256836,-42.91293335,46.45214771
6.685835708,-3.684082031,-17.33825684,-42.83026123,46.35319717
6.695780708,-3.579620361,-17.20827484,-42.62521362,46.10691099
6.705725708,-3.223937988,-17.23994446,-42.74630737,46.20450471
6.715671708,-3.46774292,-17.2434845,-42.94110107,46.40367615
6.725616708,-3.460281372,-17.06259918,-42.83865356,46.24128109
6.735561708,-3.584899902,-17.16760254,-43.00592041,46.44445365
6.745507708,-3.399902344,-17.16314697,-42.96618652,46.39209129
6.755452708,-3.519393921,-17.05237579,-42.92788696,46.3246493
6.765398708,-3.354095459,-17.06311798,-42.91952515,46.30859089
6.775343708,-3.643417358,-17.04891968,-42.84762573,46.25861199
6.785288708,-3.678527832,-16.91399384,-43.11813354,46.46276138
6.795234708,-3.848495483,-16.89902496,-42.95498657,46.31974561
6.805179708,-3.69644165,-16.8589325,-42.89987183,46.24160776
6.815125708,-3.581451416,-17.05690002,-42.9329834,46.33579282
6.825070708,-3.383773804,-17.16844177,-42.85775757,46.29246917
6.835015708,-3.720489502,-17.04917145,-42.91470337,46.32696898
6.844961708,-3.575195313,-16.88868713,-43.31829834,46.63137083
6.854906708,-3.523162842,-16.78734589,-43.27694702,46.55235549
6.864851708,-3.539199829,-16.91181946,-43.20425415,46.53109874
6.874797708,-3.642822266,-17.14609528,-43.47988892,46.88026746
6.884742708,-3.568359375,-17.12314606,-43.27218628,46.67351953
6.894688708,-3.58531189,-16.77474213,-43.13024902,46.41621285
6.904633708,-3.637496948,-17.09182739,-43.39379883,46.78016379
6.914578708,-3.696884155,-17.06316376,-43.39401245,46.77455319
6.924524708,-3.859985352,-16.90289307,-43.22561646,46.57318111
6.934469708,-3.918807983,-16.96459198,-43.53051758,46.88347681
6.944414708,-3.777404785,-16.81204224,-43.51242065,46.80004596
6.954360708,-3.916320801,-16.83428192,-43.18438721,46.51474943
6.964305708,-3.886169434,-16.87381744,-42.95193481,46.31087056
6.974251708,-4.048217773,-16.90985107,-43.19116211,46.55972095
6.984196708,-4.037384033,-16.72116089,-43.32015991,46.61044889
6.994141708,-3.777420044,-16.72719574,-43.09521484,46.38173694
7.004087708,-3.669494629,-17.0151825,-43.16162109,46.5393077
7.014032708,-3.926986694,-17.01027679,-42.86938477,46.28774018
7.023977708,-4.034927368,-16.80387878,-42.55209351,45.92746066
7.033923708,-4.155334473,-16.83236694,-42.74026489,46.12294033
7.043868708,-4.119689941,-16.84788513,-43.03012085,46.39412009
7.053814708,-3.777084351,-16.81054688,-43.12557983,46.4400311
7.063759708,-3.720230103,-16.82192993,-43.01446533,46.33639678
7.073704708,-4.073440552,-16.84780884,-42.90985107,46.27847123
7.083650708,-4.051757813,-16.77657318,-42.85195923,46.19697565
7.093595708,-4.033981323,-16.7345047,-43.14212036,46.44953393
7.103541708,-3.979156494,-16.74897003,-43.1446228,46.45234289
7.113486708,-3.865188599,-16.85704041,-43.03695679,46.38188379
7.123431708,-4.044921875,-16.75847626,-43.31018066,46.61523001
7.133377708,-3.950057983,-16.62300873,-43.2121582,46.46738635
7.143322708,-4.246902466,-16.72898865,-43.08422852,46.41277829
7.153267708,-4.145172119,-16.8240509,-43.53384399,46.85538084
7.163213708,-3.933135986,-16.7959671,-43.18417358,46.50211735
7.173158708,-4.020599365,-16.64694977,-43.05349731,46.33454205
7.183104708,-4.10319519,-16.81452179,-43.13830566,46.48093985
7.193049708,-4.00453186,-16.89944458,-42.93789673,46.31728055
7.202994708,-4.104873657,-16.98300934,-43.49185181,46.87017994
7.212940708,-3.968933105,-16.9681778,-42.81723022,46.22755338
7.222885708,-4.009811401,-16.86342621,-42.93707275,46.30384377
7.232830708,-3.857635498,-16.88037872,-42.95306396,46.31192332
7.242776708,-3.906799316,-17.02147675,-42.76477051,46.1932825
7.252721708,-3.925308228,-16.96499634,-43.23416138,46.60913918
7.262667708,-4.253646851,-16.89791107,-43.04119873,46.43466053
7.272612708,-4.103927612,-16.96576691,-42.83013916,46.25040853
7.282557708,-3.964370728,-16.78101349,-42.96734619,46.29807218
7.292503708,-3.934356689,-16.7015152,-43.54736328,46.8059037
7.302448708,-3.842544556,-16.91039276,-43.3656311,46.70443762
7.312393708,-4.037185669,-16.56389618,-43.55389404,46.77182069
7.322339708,-3.975357056,-16.72457886,-43.14370728,46.44237805
7.332284708,-3.853912354,-16.85892487,-42.95959473,46.30985605
7.342230708,-4.036682129,-16.65879059,-43.20498657,46.48097429
7.352175708,-4.023757935,-16.75323486,-43.27276611,46.57675164
7.362120708,-3.843704224,-16.52789307,-43.00778198,46.23434462
7.372066708,-3.934967041,-16.4799118,-43.08966064,46.30108328
7.382011708,-3.759124756,-16.44772339,-42.90472412,46.10286299
7.391957708,-3.955993652,-16.87844086,-43.36282349,46.69974424
7.401902708,-4.029647827,-16.80667877,-43.05105591,46.39068794
7.411847708,-3.997680664,-16.70153809,-43.01464844,46.3161182
7.421793708,-3.826385498,-16.42910004,-42.91644287,46.11266228
7.431738708,-3.826385498,-16.42910004,-42.91644287,46.11266228
7.441683708,-3.958007813,-16.67940521,-43.25894165,46.53175708
7.451629708,-3.977508545,-16.56638336,-42.98355103,46.23690399
7.461574708,-4.325439453,-16.59931946,-42.62509155,45.94720082
7.471520708,-4.147964478,-16.8241272,-43.05825806,46.4141191
7.481465708,-4.017425537,-16.77960968,-42.76818848,46.11738235
7.491410708,-4.035232544,-16.65682983,-42.49057007,45.81682689
7.501356708,-4.246963501,-16.47465515,-42.99127197,46.23527254
7.511301708,-4.254882813,-16.4460907,-42.84625244,46.09098909
7.521247708,-4.405502319,-16.67448425,-43.08761597,46.4110927
7.531192708,-4.219848633,-16.42176056,-42.91738892,46.14524476
7.541137708,-4.094192505,-16.77874756,-43.06393433,46.39818123
7.551083708,-3.971542358,-16.50073242,-42.39837646,45.66913231
7.561028708,-3.802246094,-16.47175598,-42.78665161,46.00514511
7.570973708,-4.036437988,-16.38793945,-43.13110352,46.31575846
7.580919708,-4.067428589,-16.26266479,-43.15768433,46.29907081
7.590864708,-4.140625,-16.35440063,-43.02767944,46.21679774
7.600810708,-3.915817261,-16.67888641,-43.17715454,46.45197037
7.610755708,-4.12487793,-16.66098785,-43.01202393,46.31022928
7.620700708,-3.999740601,-16.77774811,-43.19363403,46.51000728
7.630646708,-4.18687439,-16.52402496,-43.16744995,46.41122767
7.640591708,-4.075592041,-16.63313293,-43.41378784,46.66935329
7.650536708,-4.13571167,-16.68891144,-43.42510986,46.70507513
7.660482708,-4.170288086,-16.40517426,-43.33502197,46.52359804
7.670427708,-3.994033813,-16.54048157,-43.28994751,46.51407735
7.680378167,-4.124923706,-16.67016602,-42.8928833,46.20290974
7.690323167,-4.05255127,-16.75081635,-42.86166382,46.19670167
7.700268167,-3.983154297,-16.75177765,-43.24563599,46.54753059
7.710214167,-4.044464111,-16.5333786,-43.2388916,46.46839835
7.720159167,-4.042053223,-16.53416443,-43.20370483,46.43572869
7.730105167,-4.213943481,-16.68764496,-43.56542969,46.84209088
7.740050167,-4.191116333,-16.68845367,-43.28811646,46.58251784
7.749995167,-4.0728302,-16.76054382,-43.15100098,46.47055692
7.759941167,-4.018875122,-16.57446289,-43.16372681,46.41089839
7.769886167,-4.139129639,-16.39295959,-43.39971924,46.57678766
7.779831167,-4.034667969,-16.39335632,-43.81213379,46.95235611
7.789777167,-4.133148193,-16.36225891,-43.43200684,46.59555396
7.799722167,-4.234573364,-16.19300842,-43.40817261,46.52326926
7.809668167,-4.155853271,-16.42629242,-43.27026367,46.46945144
7.819613167,-4.082962036,-16.3631897,-43.34274292,46.50825647
7.829558167,-3.784332275,-16.29518127,-43.03271484,46.1699973
7.839504167,-3.711364746,-16.65031433,-43.16021729,46.4091753
7.849449167,-3.695892334,-16.56780243,-43.42437744,46.62433113
7.859395167,-3.881591797,-16.65547943,-42.98373413,46.26092465
7.869340167,-3.82421875,-16.53626251,-42.94104004,46.17364558
7.879285167,-3.822875977,-16.73781586,-43.00314331,46.30377085
7.889231167,-3.954803467,-16.66681671,-42.94430542,46.23458249
7.899176167,-3.883651733,-16.73130035,-43.29833984,46.58074061
7.909121167,-3.923141479,-16.44619751,-42.98825073,46.19370252
7.919067167,-3.901763916,-16.31393433,-43.39923096,46.52807177
7.929012167,-4.209564209,-16.43531799,-42.91705322,46.14881976
7.938958167,-4.122528076,-16.29941559,-42.91946411,46.09497354
7.948903167,-4.06427002,-16.23232269,-42.57885742,45.74894196
7.958848167,-4.048294067,-16.30387878,-42.81335449,45.99117819
7.968794167,-4.199234009,-16.2883606,-43.31912231,46.47031972
7.978739167,-4.064422607,-15.99242401,-43.25509644,46.29557781
7.988685167,-3.953475952,-15.9358902,-43.27044678,46.2808182
7.998630167,-3.885345459,-16.33983612,-42.85232544,46.02616592
8.008575167,-4.171569824,-16.34307098,-42.88986206,46.08728926
8.018521167,-4.080581665,-16.64044189,-43.07122803,46.35392256
8.028466167,-3.902175903,-16.32975769,-42.83251953,46.00557241
8.038411167,-3.964523315,-16.38340759,-43.05661011,46.23856792
8.048357167,-4.049301147,-16.29488373,-43.14959717,46.30127224
8.058302167,-4.152435303,-16.09280396,-43.18920898,46.27665535
8.068248167,-4.031219482,-16.32122803,-43.26617432,46.41761578
8.078193167,-4.117874146,-16.33221436,-43.26309204,46.42621292
8.088138167,-4.182495117,-16.37761688,-43.08868408,46.2855733
8.098084167,-4.084747314,-16.44007874,-43.43954468,46.62569454
8.108029167,-4.129837036,-16.45379639,-43.2114563,46.42211677
8.117975167,-4.106170654,-16.29801941,-43.25369263,46.40439634
8.127920167,-4.042221069,-16.38239288,-43.22723389,46.4038371
8.137865167,-3.966796875,-16.56144714,-43.24343872,46.47592927
8.147811167,-4.089477539,-16.35932922,-42.96517944,46.15580271
8.157756167,-4.013259888,-16.40795135,-43.28799438,46.46695149
8.167702167,-3.83265686,-16.38605499,-43.20440674,46.366074
8.177647167,-3.932403564,-16.45032501,-43.34216309,46.52547788
8.187592167,-4.001419067,-16.5530777,-43.00631714,46.25536779
8.197538167,-4.010162354,-16.43438721,-43.14996338,46.34748995
8.207483167,-3.876205444,-16.02700043,-43.41571045,46.44150757
8.217428167,-4.095855713,-16.34132385,-42.95675659,46.14214815
8.227374167,-3.803421021,-16.41056061,-42.99801636,46.18010309
8.237319167,-3.888671875,-16.01626587,-43.27316284,46.30560618
8.247265167,-3.82194519,-16.2024231,-43.23730469,46.3313101
8.257210167,-4.035827637,-16.18388367,-43.0864563,46.20225873
8.267155167,-3.955718994,-16.12743378,-42.80825806,45.91610601
8.277101167,-4.136123657,-16.09098816,-42.95214844,46.05338722
8.287046167,-4.211486816,-16.26045227,-43.00314331,46.16718817
8.296992167,-4.144668579,-16.45370483,-43.16662598,46.38168042
8.306937167,-3.972732544,-16.25231171,-43.5760498,46.67753588
8.316882167,-4.088088989,-16.39072418,-43.09063721,46.28359672
8.326828167,-4.354263306,-16.45908356,-43.06539917,46.30863468
8.336773167,-4.312637329,-16.48706055,-42.70391846,45.97876312
8.346718167,-4.357192993,-16.50241089,-42.89001465,46.16132637
